Artist,Album,Score,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
Horrendous,Idol,9,0.5579999999999999,0.6397692307692308,0.25548461538461537,0.7565384615384615,0.2968307692307693,0.07476153846153846,0.38923076923076927
Sheck Wes,Mudboy,6,0.20372585714285713,0.7487857142857143,0.5622142857142857,0.06244177714285715,0.13945714285714286,0.2244642857142857,0.4380928571428571
Behemoth,I Loved You at Your Darkest,7,0.0035680025,0.281225,0.9350833333333334,0.22260750000000004,0.175875,0.11589166666666667,0.10439999999999999
Marissa Nadler,For My Crimes,7,0.7326363636363635,0.33790909090909094,0.28345454545454546,0.0016731318181818179,0.1348909090909091,0.03055454545454545,0.1515
twenty one pilots,Trench,8,0.16517071428571425,0.6672142857142858,0.6185714285714285,0.035959793571428575,0.18808571428571427,0.08799285714285714,0.438
Logic,YSIV,5,0.16558928571428572,0.6993571428571429,0.8471428571428572,6.470714285714286e-06,0.28316428571428565,0.21255714285714286,0.6169999999999999
Kero Kero Bonito,Time 'n' Place,8,0.3574866666666667,0.5728333333333334,0.6782500000000001,0.07102249750000002,0.25023333333333336,0.06659166666666667,0.42159166666666675
Tim Hecker,Konoyo,6,0.578857142857143,0.1304142857142857,0.42899999999999994,0.8031428571428572,0.16105714285714287,0.04145714285714286,0.06838571428571429
Lil Wayne,Tha Carter V,6,0.2041847826086957,0.7345217391304348,0.646,4.2478260869565215e-06,0.200195652173913,0.2778086956521739,0.45848260869565216
Lupe Fiasco,DROGAS Wave,7,0.41770833333333335,0.5945,0.6748041666666668,0.03202032083333334,0.2264083333333334,0.3257749999999999,0.4421083333333334
JMSN,Velvet,7,0.75,0.67,0.419,0.135,0.0976,0.0751,0.513
Hozier,Nina Cried Power,6,0.35587250000000004,0.393,0.53325,0.0292925,0.10252499999999999,0.061725,0.39905
milo,budding ornithologists are weary of tired analogies,6,0.6547333333333333,0.6515333333333333,0.6249333333333333,0.006443387333333332,0.16604000000000002,0.33326666666666666,0.5947333333333334
Brockhampton,iridescense,7,0.2485546666666667,0.6155333333333334,0.6748,0.0028036413333333335,0.2376533333333333,0.19766000000000003,0.3993000000000001
Guerilla Toss,Twisted Crystal,8,0.02618366666666666,0.555,0.9186666666666665,0.07506804444444444,0.19255555555555556,0.06405555555555556,0.5885555555555555
Spiritualized,And Nothing Hurt,7,0.46776666666666666,0.34111111111111103,0.5003333333333333,0.34486,0.2038888888888889,0.035500000000000004,0.3050999999999999
6LACK,East Atlanta Love Letter,4,0.5366714285714286,0.5703571428571428,0.41400000000000003,0.0014670078571428573,0.1340285714285714,0.19144999999999998,0.23960714285714288
Noname,Room 25,8,0.6428181818181818,0.6321818181818183,0.5399999999999999,0.05277039363636363,0.1688727272727273,0.2034818181818182,0.5867272727272728
Aphex Twin,Collaspe,8,0.969,0.311,0.0644,0.825,0.152,0.0334,0.0987
Russ,Zoo,3,0.1730195714285714,0.7322857142857142,0.6363571428571427,2.368928571428572e-05,0.13914285714285715,0.24762142857142858,0.45028571428571423
Yves Tumor,Safe in the Hands of Love,7,0.009393974000000001,0.39479999999999993,0.6822,0.44651818,0.17715999999999996,0.05018,0.31196999999999997
$uicideBoy$,I Want To Die in New Orleans,6,0.09551642857142857,0.7289285714285713,0.6276428571428571,0.022476027857142856,0.2946642857142857,0.2105857142857143,0.32082857142857135
Thou,Magnus,6,0.37285833333333335,0.2967291666666667,0.5384166666666667,0.8571666666666666,0.11184583333333335,0.049400000000000006,0.09251666666666668
Okonolo,Cantos,7,0.6989333333333333,0.5684,0.5998666666666668,0.12560434933333334,0.13742666666666667,0.037000000000000005,0.5272
Armand Hammer,Paraffin,8,0.18900133333333333,0.5059333333333333,0.6434666666666666,0.016633279333333334,0.2495333333333333,0.33133333333333326,0.35080000000000006
IDLES,Joy as an Act of Resistance,9,0.014543158333333334,0.36549999999999994,0.8660833333333334,0.05989129499999999,0.22685,0.09753333333333335,0.2637
George Clinton,Slide,7,0.0807,0.827,0.469,8.12e-06,0.207,0.341,0.196
Eminem,Kamikaze,4,0.24346923076923072,0.7768461538461539,0.6326153846153846,0.0,0.26619230769230773,0.3834615384615384,0.5315384615384615
Interpol,Marauder,4,0.14988114307692307,0.36768461538461533,0.7999999999999999,0.6898269230769232,0.19192307692307692,0.0499923076923077,0.3876692307692307
Blood Orange,Negro Swan,8,0.43133750000000004,0.5741875,0.38837499999999997,0.094593188125,0.22326249999999997,0.07715000000000001,0.39271875
Oh Sees,Smote Reverser,6,0.0106939,0.36272727272727273,0.847090909090909,0.6494545454545455,0.1673090909090909,0.07461818181818182,0.29046363636363637
Hermit and the Recluse,Orpheus vs. the Sirens,8,0.17169340000000002,0.31720000000000004,0.7234,0.002839466,0.36190000000000005,0.13301999999999997,0.4605
Louis Cole,Time,8,0.03466046666666667,0.8484666666666666,0.6968,0.0009204233333333332,0.16736,0.24174666666666667,0.5643999999999999
Ariana Grande,Sweetener,7,0.22777333333333333,0.6871999999999999,0.5519999999999999,8.374000000000001e-06,0.14294,0.06553333333333333,0.46046000000000004
Mitski,Be The Cowboy,6,0.28216764285714285,0.3826428571428571,0.5379714285714285,0.07876201928571429,0.23032142857142857,0.033,0.33724999999999994
Young Thug,Slime Language,5,0.036598,0.8133333333333332,0.4954,0.00072,0.14927333333333334,0.30978,0.46548
Iglooghost,Steel Mogu,7,0.003033,0.3403999999999999,0.682,0.19197999999999998,0.3094,0.11357999999999999,0.2334
Iglooghost,Clear Tamei,8,0.08012,0.47800000000000004,0.6546000000000001,0.018191397999999998,0.5382,0.08102000000000001,0.2932
Trippie Redd,Life's a Trip,5,0.3531399999999999,0.6078571428571429,0.5652142857142857,0.0020796814285714287,0.13597142857142858,0.11150714285714285,0.39585714285714285
HMLTD,Hate Music Last Time Delete,8,0.025456199999999995,0.49079999999999996,0.8612,0.15064861599999999,0.15936,0.08910000000000001,0.4104
Nicki Minaj,Queen,5,0.14754736842105262,0.759578947368421,0.6714210526315791,0.016139842105263157,0.18554736842105266,0.2026736842105263,0.4534736842105262
"Valee,Good Job", You Found Me,3,0.038990000000000004,0.8793333333333333,0.5686666666666667,0.006111666666666667,0.1047,0.24368333333333334,0.41500000000000004
Imperial Triumphant,Vile Luxury,8,0.031854875000000005,0.18637499999999999,0.756,0.80125,0.21155,0.12140000000000001,0.07289999999999999
Mac Miller,Swimming,3,0.6524615384615384,0.6248461538461539,0.4381538461538462,0.012818515384615385,0.12113076923076924,0.17024615384615385,0.28113846153846156
YG,Stay Dangerous,5,0.11810066666666667,0.8020666666666667,0.4865333333333333,2.7046666666666666e-05,0.23812000000000005,0.2904266666666667,0.37
Travis Scott,Astroworld,7,0.13048588235294117,0.6867647058823529,0.6394117647058825,0.0004047970588235294,0.19024117647058822,0.09473529411764704,0.3175823529411764
James Ferraro,Four Pieces for Mirai,7,0.4990816666666667,0.331,0.39999999999999997,0.5106,0.29166666666666663,0.04803333333333334,0.11661666666666669
Let's Eat Grandma,I'm All Ears,7,0.3673490909090909,0.5876363636363636,0.5394545454545454,0.2587229909090909,0.10881818181818184,0.04318181818181818,0.2530727272727273
Denzel Curry,TA13OO,8,0.14386153846153846,0.6737692307692308,0.665923076923077,0.0002612753846153846,0.22773846153846153,0.17814615384615384,0.4023307692307692
Melody's Echo Chamber,Bon Voyage,7,0.16671428571428573,0.5124285714285715,0.5938571428571429,0.18592142857142857,0.2459571428571429,0.0418,0.44557142857142856
88rising,Head in the Clouds,5,0.2766764705882353,0.6977058823529413,0.6215294117647058,0.0025540564705882353,0.15643529411764703,0.16502352941176468,0.4449176470588235
The Internet,Hive Mind,7,0.4255538461538461,0.6693076923076922,0.5114615384615384,0.1413169423076923,0.11600000000000002,0.11229999999999998,0.6061538461538463
Busdriver,Electricity is on our Side,5,0.36545739130434785,0.43117391304347824,0.7870434782608696,0.04449817956521739,0.28433043478260867,0.2628173913043478,0.4120434782608697
Dirty Projectors,Lamp Lit Prose,6,0.43095,0.5372999999999999,0.536,0.058974114,0.22571,0.08519000000000002,0.5683499999999999
Snail Mail,Lush,7,0.28291787,0.42860000000000004,0.5185000000000001,0.14632465,0.10109000000000001,0.03051,0.26342999999999994
Deafheaven,Ordinary Corrupt Human Love,5,0.0988996,0.27685714285714286,0.801142857142857,0.8081428571428572,0.19285714285714287,0.05335714285714286,0.1923857142857143
serpentwithfeet,soil,7,0.6018181818181818,0.4098181818181819,0.439,8.733181818181818e-05,0.13893636363636364,0.07692727272727273,0.24018181818181822
Florence + The Machine,High As Hope,7,0.5846,0.5084,0.43446999999999997,0.00019596199999999996,0.16387000000000002,0.05067000000000001,0.26466999999999996
Zeal & Ardor,Stranger Fruit,8,0.19216430625,0.40349999999999997,0.5673937499999999,0.335191,0.19868750000000002,0.048125,0.21494375000000007
The Carters,Everything Is Love,5,0.14373333333333335,0.6739999999999999,0.6264444444444445,1.8342222222222223e-05,0.2063777777777778,0.21552222222222228,0.4262222222222223
Teyena Taylor,K.T.S.E.,6,0.5052,0.5958749999999999,0.49375,1.4181249999999999e-05,0.1633375,0.11198750000000002,0.4605
Vein,Errorzone,6,3.7044545454545456e-05,0.2950909090909091,0.9690909090909089,0.1608920909090909,0.29093636363636366,0.16017272727272727,0.23758181818181817
Kamasi Washington,Heaven and Earth,6,0.4862,0.41,0.7394375000000001,0.7422062499999998,0.14715,0.082125,0.417
Gorillaz,The Now Now,6,0.22090072727272728,0.5740909090909091,0.7287272727272728,0.3852069727272728,0.13653636363636365,0.045599999999999995,0.6068181818181819
Jay Rock,Redemption,4,0.175514,0.7488,0.6550666666666668,0.00042177333333333334,0.17263333333333336,0.2536066666666667,0.48439999999999994
Drake,Scorpion,4,0.1943276,0.71004,0.51164,0.0034147016000000007,0.184212,0.20606000000000002,0.323028
Nine Inch Nails,Bad Witch,7,0.28962166666666667,0.4103333333333334,0.779,0.8454999999999999,0.13355,0.10588333333333333,0.22694999999999999
Death Grips,Year of the Snitch,9,0.22171938461538462,0.4375384615384616,0.9286153846153845,0.1429995769230769,0.4761076923076923,0.14330769230769233,0.30690769230769227
Rico Nasty,Nasty,6,0.08120357142857142,0.8422857142857143,0.7361428571428571,2.8482857142857138e-05,0.12742142857142857,0.2911428571428572,0.5154285714285715
SOPHIE,Oil of Every Pearl's Un-Insides,8,0.15915311111111113,0.5114444444444445,0.43388888888888894,0.23110444444444442,0.22304444444444446,0.08183333333333333,0.2702333333333333
Nas,Nasir,6,0.19034285714285712,0.5667142857142856,0.728,0.0,0.29157142857142865,0.3607142857142857,0.3717142857142858
Bladee,Red Light,1,0.00101,0.846,0.716,0.0,0.244,0.236,0.213
LUMP,LUMP,7,0.0107,0.616,0.52,0.658,0.145,0.0245,0.382
Tropical Fuckstorm,A Laughing Death in Meatspace,8,0.2817077777777778,0.45155555555555554,0.61,0.06223341333333335,0.25687777777777776,0.10056666666666667,0.36277777777777775
Big Ups,Two Parts Together,6,0.20218749999999996,0.43272499999999997,0.513,0.338525125,0.217425,0.0653125,0.2761375
"Black Thought, 9th Wonder","Streams of Thought, Vol. 1",8,0.24165999999999999,0.5972,0.922,0.0,0.22888000000000003,0.35259999999999997,0.6245999999999999
Tierra Whack,Tierra Whack,7,0.5708266666666667,0.7803333333333333,0.4326,0.0018491406666666663,0.12304000000000001,0.21004666666666666,0.4822
KIDS SEE GHOSTS,KIDS SEE GHOSTS,10,0.24765285714285715,0.649,0.6221428571428572,0.005799221428571428,0.21357142857142858,0.11887142857142859,0.37842857142857145
Ghost,Prequelle,8,0.043937171000000004,0.4116999999999999,0.65164,0.2959738,0.19242,0.04458,0.24824000000000007
Father John Misty,God's Favorite Customer,7,0.39008000000000004,0.4859,0.51065,0.0008998230000000001,0.15278,0.03280999999999999,0.4484100000000001
Oneohtrix Point Never,Age Of,6,0.0002716444444444444,0.28811111111111104,0.7854444444444444,0.44648888888888894,0.19253333333333333,0.052877777777777774,0.3622222222222222
Juice WRLD,Goodbye & Good Riddance,5,0.258612705882353,0.6398235294117647,0.5665294117647057,2.7378823529411763e-05,0.2728470588235294,0.1753176470588235,0.3613529411764706
Kanye West,ye,8,0.177,0.865,0.438,0.0,0.0743,0.0719,0.695
NIKI,Zephyr,7,0.314175,0.68775,0.422875,0.030353185,0.1298,0.08941249999999999,0.36274999999999996
A$AP Rocky,Testing,4,0.4031933333333333,0.6061333333333333,0.577,0.008750260000000001,0.21300666666666665,0.2515,0.35396666666666665
BTS,Tear,6,0.22102857142857144,0.5038571428571428,0.6512142857142856,0.18406592857142856,0.1718785714285714,0.045092857142857136,0.5871428571428572
Park Jiha,Communion,6,0.32190666666666673,0.5843888888888888,0.6131666666666667,0.003547677222222222,0.1423,0.04817777777777778,0.4674388888888888
Pusha T,Daytona,8,0.05335714285714287,0.6547142857142857,0.6639999999999999,0.0031154828571428564,0.2802857142857143,0.2064571428571429,0.3049857142857143
Mark Kozelek,Mark Kozelek,7,0.9779999999999999,0.4105833333333333,0.0694,0.03001325,0.1045,0.03913333333333333,0.15374999999999997
Parquet Courts,Wide Awake!,9,0.12412307692307693,0.5437692307692308,0.8325384615384616,0.10729794615384615,0.28896153846153855,0.08120000000000001,0.7473076923076923
Courtney Barnett,Tell Me How You Really Feel,6,0.07426307,0.5112,0.7018000000000001,0.0017784240000000002,0.11601000000000002,0.04406,0.36584
Frank Ocean,Endless,8,0.19002142857142856,0.7304285714285715,0.5766428571428571,2.9121428571428576e-06,0.13726428571428573,0.2580857142857143,0.4970714285714286
Ski Mask the Slump God,Beware the Book of Eli,7,0.20865,0.8072000000000001,0.6059000000000001,1.561e-05,0.23618,0.24653,0.57647
Artic Monkeys,Tranquillity Based Hotel + Casino,5,0.16866636363636364,0.5593636363636363,0.714090909090909,0.041445190909090907,0.19092727272727272,0.04047272727272727,0.5816
Beach House,7,7,0.15275000000000002,0.7515000000000001,0.5866250000000001,8.775375e-05,0.1583625,0.1109625,0.531375
Playboi Carti,Die Lit,7,0.0829242105263158,0.7594736842105264,0.6558421052631579,1.1013684210526314e-05,0.22135263157894738,0.17617894736842105,0.41136842105263155
Jon Hopkins,Singularity,7,0.28648674999999996,0.5249166666666667,0.4571416666666667,0.8645,0.11499166666666666,0.067925,0.198425
Wiley,Godfather II,5,0.18394999999999997,0.7448333333333336,0.8203333333333331,1.7424166666666665e-05,0.16988333333333336,0.20263333333333333,0.6495000000000001
Ice Age,Beyondless,7,0.038061740000000004,0.24259999999999998,0.8581,0.04392116,0.17563,0.07001,0.34182000000000007
Slim Jxmmi,Jxmtro,5,0.3756,0.6874,0.6932,0.0018623799999999996,0.1668,0.0382,0.591
Rae Sremmurd,SR3MM,7,0.12856,0.7913333333333333,0.6382592592592592,9.566407407407406e-05,0.15121851851851853,0.10194814814814813,0.30134814814814814
Daniel Avery,Song For Alpha,5,0.4374180714285714,0.3653571428571428,0.5058142857142858,0.7673471428571428,0.13592857142857145,0.04917857142857142,0.138
Kimbra,Primal Heart,7,0.21530583333333334,0.5573333333333333,0.5979833333333334,0.03961511,0.17446666666666666,0.05155833333333334,0.35956666666666665
Panopticon,The Scars of Man on the Once Nameless Wilderness,4,0.10078466750000001,0.1841625,0.73225,0.6498375,0.30124999999999996,0.09633749999999999,0.1034375
Janelle Monáe,Dirty Computer,8,0.2762457142857143,0.6399285714285714,0.46192857142857147,0.06890337071428573,0.27395714285714284,0.08665714285714285,0.30496428571428563
Post Malone,beerbongs & bentleys,7,0.3476666666666666,0.6537222222222222,0.6317222222222223,0.03461841833333333,0.15215555555555552,0.07289444444444443,0.3435555555555556
Sleep,The Sciences,8,0.018433333333333333,0.19516666666666668,0.695,0.7023333333333334,0.23354999999999995,0.04606666666666667,0.22091666666666662
A Perfect Circle,Eat the Elephant,5,0.18231241666666667,0.427,0.6678333333333333,0.1840206666666667,0.17630833333333332,0.05240000000000001,0.21091666666666664
Hop Along,8,8,0.20619166666666666,0.6561666666666667,0.48091666666666666,0.14894512583333336,0.22945000000000002,0.057975000000000006,0.3509083333333334
J. Cole,KOD,5,0.2578,0.7218333333333334,0.5388333333333334,6.380833333333334e-06,0.17762500000000003,0.34592500000000004,0.41450000000000004
Unkown Mortal Orchestra,Sex & Food,5,0.48950000000000005,0.7360000000000001,0.5974166666666667,0.14461338833333337,0.2424749999999999,0.09128333333333334,0.63075
Princess Nokia,A Girl Cried Red,4,0.5407500000000001,0.74825,0.54,0.11860470625000002,0.10115,0.11313750000000002,0.5193749999999999
John Prine,The Tree of Forgiveness,7,0.6296100000000001,0.5778,0.29969999999999997,0.02156557,0.12799,0.06365000000000001,0.5979999999999999
Sons of Kemet,Your Queen is a Reptile,8,0.3164444444444445,0.5705555555555555,0.6934444444444444,0.5584622222222222,0.11842222222222223,0.11627777777777777,0.663888888888889
Kali Uchis,Isolation,8,0.23020800000000005,0.6398666666666666,0.6439333333333334,0.006307449333333332,0.16644666666666666,0.06631999999999999,0.5893333333333335
Flatbush Zombies,Vacation in Hell,6,0.12007000000000001,0.7053157894736843,0.594578947368421,6.221578947368422e-06,0.2520842105263158,0.28117894736842103,0.3901578947368421
Cardi B,Invasion of Privacy,6,0.10736230769230769,0.8443076923076922,0.6135384615384616,0.00010742076923076924,0.16876923076923075,0.23815384615384616,0.4626153846153845
Kacey Musgraves,Golden Hour,4,0.41243846153846153,0.6136923076923078,0.5343846153846153,0.0013826315384615384,0.1094923076923077,0.0362,0.4596153846153846
"Jean Grae, Quelle Chris",Everything's Fine,8,0.6177777777777778,0.5057777777777778,0.3394444444444445,0.011014316666666668,0.1286333333333333,0.0306,0.21077777777777776
"Czarface, MF Doom",Czarface Meets Metal Face,7,0.0416180625,0.6986250000000002,0.5460625,0.120325345,0.22771249999999996,0.33711875,0.5185
The Voidz,Virtue,8,0.14449246666666668,0.4846000000000001,0.8326666666666667,0.23306399999999997,0.188,0.07330666666666667,0.4797533333333333
The Weeknd,My Dear Melancholy,5,0.5118571428571428,0.43957142857142856,0.6154285714285715,0.0008398857142857143,0.17985714285714288,0.05871428571428572,0.274
Superorganism,Superorganism,7,0.046967999999999996,0.5511999999999999,0.7366,0.0056401,0.26988999999999996,0.20728999999999997,0.46270999999999995
Preoccupations,New Material,5,0.13972931875000003,0.37675,0.8271249999999999,0.46711249999999993,0.17711249999999998,0.0616375,0.3365625
PRhyme,PRhyme 2,6,0.24338235294117644,0.5152941176470589,0.8909411764705881,1.2441176470588235e-06,0.23476470588235296,0.28105882352941175,0.7000588235294117
Jack White,Boarding House Reach,9,0.39354946153846154,0.5230769230769231,0.5466923076923077,0.0768988923076923,0.1670153846153846,0.11765384615384614,0.4320769230769231
Mount Eerie,Now Only,7,0.8715000000000002,0.4115,0.2005,0.11393833333333335,0.13751666666666668,0.06186666666666666,0.11131666666666666
Keiji Haino + Sumac,American Dollar Bill,7,0.04050504,0.21347999999999998,0.6990000000000001,0.7066,0.28696,0.10495999999999998,0.08862
The Neighborhood,The Neighborhood,4,0.23673076923076922,0.6839230769230771,0.6626153846153847,0.0,0.11794615384615384,0.2968076923076923,0.5248461538461539
Judas Priest,Firepower,8,0.05571624285714287,0.4413571428571429,0.8040714285714287,0.25838744999999996,0.11704285714285713,0.040092857142857145,0.42171428571428565
Young Fathers,Cocoa Sugar,6,0.4195666666666668,0.5561666666666666,0.6474166666666666,0.28762766666666667,0.188975,0.15674166666666667,0.4320833333333332
Natalia Lafourcade,Musas Vol. 2,8,0.8646153846153847,0.6307692307692309,0.3201538461538461,0.06660880999999999,0.16597692307692308,0.045630769230769225,0.5127692307692309
David Byrne,American Utopia,7,0.2338290476190476,0.5426666666666666,0.7913809523809524,0.035687705714285714,0.8831428571428571,0.09729523809523807,0.499195238095238
Lil Yatchy,Lil Boat 2,7,0.15655411764705882,0.8238823529411765,0.6059411764705883,1.0644117647058823e-05,0.13693529411764707,0.24534117647058823,0.37474705882352943
Logic,Bobby Tarantino II,5,0.10099846153846154,0.7346153846153846,0.6312307692307692,6.672923076923077e-05,0.11980769230769231,0.18150000000000005,0.463976923076923
Anna von Hausswolff,Dead Magic,8,0.31043,0.21217999999999998,0.4572,0.578,0.14482,0.034640000000000004,0.10504
Titus Andronicus,A Productive Cough,5,0.448,0.45757142857142863,0.6042857142857142,0.00024461,0.2808571428571428,0.042557142857142856,0.44957142857142857
Andrew W.K.,You’re Not Alone,8,0.000298,0.699,0.742,0.414,0.395,0.0353,0.42
Tory Lanez,Memories Don’t Die,3,0.279575,0.5648888888888889,0.5804444444444444,7.022222222222222e-07,0.20914444444444444,0.3780111111111111,0.3887111111111111
Turnstile,Time & Space,5,0.15063692307692308,0.3898461538461539,0.8638461538461539,0.4700230769230768,0.3183,0.07076923076923076,0.4703076923076922
A.A.L. (Against All Logic),2012 - 2017,9,0.1736601818181818,0.7579090909090909,0.7945454545454546,0.6456765454545456,0.14304545454545453,0.0619,0.31781818181818183
SOB x RBE,Gangin,6,0.02378293333333333,0.8530666666666668,0.6132666666666666,0.0,0.14757333333333333,0.25382,0.4288666666666667
Screaming Females,All at Once,8,0.12248987272727273,0.4327272727272726,0.7060909090909091,0.08331723727272727,0.11012727272727273,0.057863636363636346,0.25634545454545454
6ix9ine,Day69,3,0.08875333333333335,0.698,0.78525,0.0,0.28207499999999996,0.23498333333333332,0.5144166666666666
U.S. Girls,In a Poem Unlimited,8,0.24728054545454545,0.5050909090909091,0.7580909090909091,0.22920714999999997,0.2923636363636364,0.11934545454545455,0.4372727272727273
Ought,Room Inside the World,6,0.10988277777777779,0.42500000000000004,0.8015555555555555,0.27854555555555555,0.12953333333333333,0.07885555555555555,0.4111
Various Artists,Black Panther The Album,6,0.18514357142857146,0.6852142857142856,0.6192142857142856,0.0019857178571428572,0.17894285714285715,0.21603571428571433,0.42271428571428565
Daymé Arocena,Cubafonía,8,0.42985454545454543,0.5696363636363635,0.5650000000000001,0.07778977363636363,0.12097272727272727,0.04741818181818181,0.6025363636363636
